max_lin_0	max_ang_0	max_lin_1	max_ang_1	x0	y0	x1	y1	shot_0	shot_1	shot_2	shot_3	shot_4	shot_5	
0.6	1	0.1	0.6	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.6	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.6	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.6	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.6	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.7	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.7	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.7	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.7	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.7	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.8	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.8	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.8	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.8	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.8	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.9	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.9	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.9	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.9	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.9	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.1	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.1	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.1	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.1	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.1	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.6	0.1	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.7	0.1	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.8	0.1	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.9	0.1	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	1	0.1	0	0	-1	-2	116.025	116.625	117.225	-1	-1	-1	
0.6	1	0.1	0.2	0	0	-1	-2	4.425	5.025	-1	-1	-1	-1	
0.6	1	0.2	0.2	0	0	-1	-2	6.9	7.425	-1	-1	-1	-1	
0.6	1	0.4	0.2	0	0	-1	-2	10.875	11.475	12.075	12.675	-1	-1	
0.6	1	0.6	0.2	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.7	0.2	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.8	0.2	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.9	0.2	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	1	0.2	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.3	0	0	-1	-2	3.15	3.675	-1	-1	-1	-1	
0.6	1	0.2	0.3	0	0	-1	-2	5.7	6.3	6.9	7.5	-1	-1	
0.6	1	0.7	0.3	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.8	0.3	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.9	0.3	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	1	0.3	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.4	0	0	-1	-2	2.4	-1	-1	-1	-1	-1	
0.6	1	0.2	0.4	0	0	-1	-2	5.85	6.45	7.05	7.65	-1	-1	
0.6	1	0.8	0.4	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.9	0.4	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	1	0.4	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.5	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.5	0	0	-1	-2	5.85	6.45	7.05	7.65	-1	-1	
0.6	1	1	0.5	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.6	0	0	-1	-2	6.45	-1	-1	-1	-1	-1	
0.6	1	0.2	0.6	0	0	-1	-2	5.1	5.7	6.3	6.9	7.5	-1	
0.6	1	0.4	0.6	0	0	-1	-2	6.3	13.35	15.45	-1	-1	-1	
0.6	1	0.8	0.6	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.9	0.6	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	1	0.7	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.7	0	0	-1	-2	6.3	-1	-1	-1	-1	-1	
0.6	1	0.3	0.7	0	0	-1	-2	5.4	6.15	7.35	7.95	8.85	-1	
0.6	1	0.4	0.7	0	0	-1	-2	9	10.725	11.325	-1	-1	-1	
0.6	1	0.8	0.7	0	0	-1	-2	8.475	9.075	-1	-1	-1	-1	
0.6	1	0.9	0.7	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.8	0	0	-1	-2	5.775	6.375	-1	-1	-1	-1	
0.6	1	0.7	0.8	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.9	0	0	-1	-2	5.7	6.3	-1	-1	-1	-1	
0.6	1	0.9	0.9	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	1	0	0	-1	-2	5.625	6.225	-1	-1	-1	-1	
0.6	1	0.9	1	0	0	-1	-2	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.6	0.1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.8	0.1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.9	0.1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	1	0.1	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.2	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.2	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.2	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.2	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.2	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.7	0.2	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.8	0.2	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.9	0.2	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	1	0.2	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.3	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.3	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.3	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.3	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.3	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.9	0.3	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	1	0.3	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.4	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.4	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.4	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.4	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.4	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.9	0.4	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.5	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.5	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.5	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.5	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.5	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.6	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.6	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.6	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.6	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.6	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.9	0.6	0	0	-3	-4	3.15	3.75	4.275	4.95	5.775	-1	
0.6	1	0.1	0.7	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.7	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.7	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.7	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.7	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.8	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.8	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.8	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.8	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.8	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.1	0.9	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.2	0.9	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.3	0.9	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.4	0.9	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.5	0.9	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
0.6	1	0.6	0.9	0	0	-3	-4	-1	-1	-1	-1	-1	-1	
